date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:40:00	3198/3198	---M--	200	added ('OK')	image/svg+xml	etag:%2247441e3-c7e-5bbd12f4b245b%22	http://cpsac.com.pe/assets/images/excelencia.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/excelencia.svg	(from http://cpsac.com.pe/)
17:40:00	3590/3590	---M--	200	added ('OK')	image/svg+xml	etag:%2247441cf-e06-5bbd12e7804d0%22	http://cpsac.com.pe/assets/images/cafe.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/cafe.svg	(from http://cpsac.com.pe/)
17:40:02	1145/1145	---M--	200	added ('OK')	image/svg+xml	etag:%224744214-479-5bbd131d98dc3%22	http://cpsac.com.pe/assets/images/play.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/play.svg	(from http://cpsac.com.pe/)
17:40:02	3305/3305	---M--	200	added ('OK')	image/svg+xml	etag:%224744206-ce9-5bbd130c3fe33%22	http://cpsac.com.pe/assets/images/money-1.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/money-1.svg	(from http://cpsac.com.pe/)
17:40:02	3305/3305	---M--	200	added ('OK')	image/svg+xml	etag:%224744207-ce9-5bbd130dd1428%22	http://cpsac.com.pe/assets/images/money-2.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/money-2.svg	(from http://cpsac.com.pe/)
17:40:03	1034/1034	---M--	200	added ('OK')	image/svg+xml	etag:%2247441db-40a-5bbd12ed9ef87%22	http://cpsac.com.pe/assets/images/comillas.svg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/comillas.svg	(from http://cpsac.com.pe/)
17:40:04	5836/5836	---M--	200	added ('OK')	image/png	etag:%224744201-16cc-5bbd131a63512%22	http://cpsac.com.pe/assets/images/logo-cpsac-blanco.png	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/logo-cpsac-blanco.png	(from http://cpsac.com.pe/)
17:40:20	282765/282765	---MCZ	200	added ('OK')	text/javascript	etag:%2247a235f-4508d-5bbd12ceeb7fa-gzip%22	http://cpsac.com.pe/popup/jquery.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/popup/jquery.js	(from http://cpsac.com.pe/)
17:40:22	961/961	---M-Z	200	added ('OK')	text/javascript	etag:%2247a2362-3c1-5bbd12d1241bf-gzip%22	http://cpsac.com.pe/popup/main.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/popup/main.js	(from http://cpsac.com.pe/)
17:40:27	84380/84380	---M-Z	200	added ('OK')	text/javascript	etag:%224744247-1499c-5bbd1344d8975-gzip%22	http://cpsac.com.pe/assets/js/jquery-2.1.4.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/jquery-2.1.4.min.js	(from http://cpsac.com.pe/)
17:40:28	18452/18452	---M-Z	200	added ('OK')	text/javascript	etag:%22474424b-4814-5bbd13461444d-gzip%22	http://cpsac.com.pe/assets/js/maplace.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/maplace.min.js	(from http://cpsac.com.pe/)
17:40:31	212163/212163	---M--	200	added ('OK')	image/jpeg	etag:%2247441d0-33cc3-5bbd12e95ed28%22	http://cpsac.com.pe/assets/images/cafeteria.jpg	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/images/cafeteria.jpg	(from http://cpsac.com.pe/)
17:40:32	87288/87288	---M-Z	200	added ('OK')	text/javascript	etag:%22474424c-154f8-5bbd13465a181-gzip%22	http://cpsac.com.pe/assets/js/mixitup.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/mixitup.min.js	(from http://cpsac.com.pe/)
17:40:33	5564/5564	---M-Z	200	added ('OK')	text/javascript	etag:%224744248-15bc-5bbd1344eb63e-gzip%22	http://cpsac.com.pe/assets/js/jquery.easing.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/jquery.easing.min.js	(from http://cpsac.com.pe/)
17:40:33	42762/42762	---M-Z	200	added ('OK')	text/javascript	etag:%22474424e-a70a-5bbd1346ff9f9-gzip%22	http://cpsac.com.pe/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/owl.carousel.min.js	(from http://cpsac.com.pe/)
17:40:33	8155/8155	---M-Z	200	added ('OK')	text/javascript	etag:%22474424f-1fdb-5bbd13470f3fa-gzip%22	http://cpsac.com.pe/assets/js/wow-1.3.0.min.js	C:/My%20Web%20Sites/copiaSPSAC/cpsac.com.pe/assets/js/wow-1.3.0.min.js	(from http://cpsac.com.pe/)
